title_normalized,price_quetzales,square_meters,rooms,parking,baths,location_normalized,description_normalized
z 9 vendo apto amoblado 1 dorm 1 estudio 85 m2 mas 1 estacionamiento q1 150 000,1150000,97,2,1,1,zona 9,zona 9 vendo precioso y amplio apartamento 85 mts 2 mas 1 estacionamiento edificio con maxima seguridad nivel medio excelente ubicacion preciosa vista completamente amoblado y equipado caracteristicas dormitorio con closet excelente vista estudio amplio puede ser una 2 da habitacion 1 bano cocina con gabinetes estufa y refrigerador microondas area de lavanderia con torre de lavado sala amoblada comedor 1 estacionamiento calentador general linea blanca completa amplio estacionamiento para visitas valor de venta q1 150 000 negociable contactanos sera un gusto servirte
vendo casa en carretera a el salvador km 16 5 buen precio financiamento,947692,140,4,3,3,carretera a el salvador,vendo casa de 4 dorms en km 16 5 carr salvador condominio exclusivo casa 2 niveles nivel 1 garaje con porton bano de visitas 1 habitacion o estudio sala comedor cocina con gabinetes jardin trasero area lavanderia nivel 2 2 dorms secundarios 1 bano completo 1 dorm principal con bano completo privado y balcon enganche q 50 000 financiamiento facil y rapido
venta apartamento zona 15 edificio 360,1755000,100,2,2,2,zona 15,venta apartamento zona 15 edificio 360 construccion 100 mts2 de apto 2 parqueos amplios uno a la par del otro bodega sala comedor y cocina 2 habitaciones 2 banos balcon area de lavanderia con torre de lavado y secado area para lavado de cristaleria precio us 225 000 00 impuestos negociables impuestos del 3
venta apartamento zona 10 edificio urbana amueblado,1365000,74,1,1,1,zona 10,venta apartamento zona 10 edificio urbana amueblado nivel alto area 74 43 mts2 parqueo 12 5 mts2 area total 86 93 mts2 ambientes dormitorio principal con close y bano bano para visitas sala comedor cocina con desayunador lavanderia 1 estacionamiento amenidades salon social parqueo de visitas precio us 175 000 00 impuestos
casa en venta en z 5 jardines de la asuncion,1925625,460,6,3,4,zona 5,precio 246 875 impuestos cel inmobiliaria inhouse propiedad de 2 niveles con 3 apartamentos independientes en el 1 er nivel apartamento totalmente terminado y 2 que aun les falta los acabados de la siguiente manera el 1 er apartamento de 1 habitacion muy amplia si se desea se puede volver a 2 habitaciones que era el estado original 1 bano completo y medio bano de visitas recibidor sala amplia jardin interno con fuente personalizada estudio comedor independiente cocina lavanderia amplia con pila grande patio pequeno para colocar tambos de gas y contenedor de basura jardin interno un garaje y bodeguita totalmente independiente el 2 do apto tipo loft de 2 habitaciones con espacio para closets sala comedor bano area de lavanderia cocina espacio abierto para colocar pila bodeguita y garaje para un carro totalmente independiente el 3 er apto muy amplio de 3 habitaciones y 2 banos completos y uno de visitas sala independiente bano de visitas comedor cocina lavanderia amplia dos habitaciones secundarias con closet que comparten un bano y una habitacion principal amplia con espacio para closet con bano completo propio bodeguita y un garaje totalmente independiente tambien area de construccion 460 mts2 mantenimiento q200 00 incluye seguridad y q50 00 de agua casas familias zona 5 jardines de la asuncion
apartamento en venta en z 15,1716000,8489,2,2,2,zona 15,precio 220 000 mantenimiento area de construccion 84 89 mts2 mantenimiento q1 700 el mantenimiento incluye agua extraccion de basura seguridad limpieza de areas comunes precioso apartamento en venta ubicado en zona de prestigio cerca de comercios y centros comerciales tambien tiene opcion de venderse amueblado la opcion es de 230 000 cuenta con 2 habitaciones 2 banos 2 parqueos sala comedor cocina area de lavanderia balcon bodega pet friendly amenidades salon social parqueo de visitas seguridad informacion jessica 5833 435 apartamentos familias zona 15 sq
vendo casa en altos de barcenas 2 villa nueva,475000,105,3,1,2,villa nueva,terreno de 7 x 15 105 m2 de construccion 3 habitaciones 2 banos cocina sala comedor cocina area de lavanderia precio de venta q 475 000 00 poco negociable mantenimiento q 90 00 basura q 50 00 agua q 150 00 2907 01 info te146460011 info te145417320
casa en venta en z 5 jardines de la asuncion,1950000,460,6,3,3,zona 5,precio 250 000 impuestos cel inmobiliaria inhouse propiedad de 2 niveles con 3 apartamentos independientes en el 1 er nivel apartamento totalmente terminado y 2 que aun les falta los acabados de la siguiente manera el 1 er apartamento de 1 habitacion muy amplia si se desea se puede volver a 2 habitaciones que era el estado original 1 bano completo y medio bano de visitas recibidor sala amplia jardin interno con fuente personalizada estudio comedor independiente cocina lavanderia amplia con pila grande patio pequeno para colocar tambos de gas y contenedor de basura jardin interno un garaje y bodeguita totalmente independiente el 2 do apto tipo loft de 2 habitaciones con espacio para closets sala comedor bano area de lavanderia cocina espacio abierto para colocar pila bodeguita y garaje para un carro totalmente independiente el 3 er apto muy amplio de 3 habitaciones y 2 banos completos y uno de visitas sala independiente bano de visitas comedor cocina lavanderia amplia dos habitaciones secundarias con closet que comparten un bano y una habitacion principal amplia con espacio para closet con bano completo propio bodeguita y un garaje totalmente independiente tambien area de construccion 460 mts2 mantenimiento q200 00 incluye seguridad y q50 00 de agua casas familias zona 5 jardines de la asuncion
vendo apartamento nuevo en zona 12,819000,50,2,1,1,zona 12,edificio ubicado en colonia santa elisa facil acceso por avenida petapa y calzada atanasio tzul apartamento ubicado en nivel alto excelente iluminacion y ventilacion 2 habitaciones 1 bano 1 parqueo cocina equipada con estufa y refrigeradora area de lavanderia con torre de lavadora y secadora pila compacta bodega cuota de mantenimiento q800 el edificio tiene gimnasio areas sociales area para coworking parqueo para visitas y recepcion 24 horas
bonita casa 2 niveles con inmobiliario,400000,6,4,0,1,guatemala city,descripcion de la propiedad vendo casa cerca del cenma casa muy bonita cuenta dos niveles se entrega la casa con inmobiliario mayor informacion al numero de telefono con mauricio hernandez sera un gusto atenderle
apartamento en venta zona 9 codigo ca33870,819000,40,1,1,1,zona 9,40 mts2 1 dormitorio 1 bano balcon sala i comedor i cocina area de lavanderia 1 parqueo 2 apartamentos disponibles amenidades lobby salon social estudio y despacho jardin con juegos infantiles gimnasio pet friendly terraza precio de venta 105 000
apartamento en venta en edificio vivo4 en zona 4 1504,1150500,56,2,1,2,zona 4,2 habitaciones 2 banos 1 parqueo 56 mts2 pet friendly salon social gym el apartamento en edificio vivo4 zona 4 de guatemala ofrece un estilo de vida moderno y funcional al ingresar se encuentra una sala de estar iluminada con ventanales amplios que permiten la entrada de luz natural creando un ambiente acogedor la cocina con un diseno contemporaneo se integra perfectamente con el area social facilitando la interaccion y convivencia este espacio es ideal para aquellos que buscan comodidad y accesibilidad en una de las zonas mas vibrantes de la ciudad ademas su ubicacion estrategica permite un facil acceso a areas comerciales restaurantes y centros culturales convirtiendolo en una opcion atractiva para quienes desean vivir en el corazon de la ciudad
apartamento en venta en edificio vivo4 en zona 4 1503,1439880,67,3,1,2,zona 4,3 habitaciones 2 banos 1 parqueo 67 mts2 pet friendly salon social gym el apartamento en edificio vivo4 zona 4 de guatemala esta disenado para quienes valoran la modernidad y la comodidad al entrar te recibe una sala de estar bien iluminada que se conecta con el comedor creando un espacio perfecto para reuniones la cocina moderna y funcional facilita la preparacion de comidas mientras que los acabados contemporaneos anaden un toque de elegancia la ubicacion del edificio en zona 4 permite un facil acceso a diversas opciones de entretenimiento restaurantes y areas comerciales lo que lo convierte en una excelente opcion para aquellos que buscan vivir en una zona vibrante y en constante crecimiento este apartamento ofrece una experiencia de vida urbana sin igual
casa en venta en valle de la mariposa amatitlan,800000,0,5,1,3,amatitlan,casa residencial en amatitlanel residencial cuenta con area verde canchas deportivas casa club gimnasio al aire libre la propiedad cuenta con primer nivel3 habitaciones salacomedor y cocina area de lavanderiapatio pequeno un garaje techado1 banoel primer nivel esta construido con concreto reforzado hierro legitimo y de alto nivel contador propiosegundo nivelacceso independiente2 habitaciones master un balcon grande comedor cocina sala2 banos uno con vidrio templado de 10 mm area de lavanderia contador propio el segundo nivel esta construido con block hierro legitimo y con material de alta calidadtercer niveltiene galera de 6 x 6 5 y terraza de 6 x 7 para hacer una pergola o jardin valor de venta de q 800 000 00 no tiene hipoteca ni gravamen clave interna pvc 019 07 24
vendo apartamento en carretera a el salvador cerca de las luces,617000,50,1,1,1,carretera a el salvador,edificio exclusivo con amenidades apto sala comedor cocina 1 dormitorio 1 bano completo parqueo preciio de venta q 617 000 precio incluye impuestos y gastos de escrituracion enganche q 66 200
vendo apartamento zona 2 centrico edificio moderno,1499000,150,3,2,2,zona 2,edificio moderno en zona 2 piscina gym areas verdes apto amplio area de construccion mts 2 140 44 3 dormitorios 2 banos completos 1 medio bano sala comedor cocina sin carport precio q 1 499 000 00 enganche q 75 000 cuota mensual q 9 723 mas iusi y seguros
venta de apartamento en carretera salvador en entreluces villas km 13 ces,842400,72,2,2,1,carretera a el salvador,72 m2 interior 2 habitaciones mas estudio 1 bano lavanderia sala comedor balcon cocina 2 parqueos el condominio cuenta con amplio parqueo de visitas area verde juegos para ninos lavanderia con monedas 3 salon sociales y cancha de basket ball 108 0000 timbres
en venta casa en bouganbilias de arrazola fraijanes,1570000,165,3,3,2,fraijanes,preciosa casa en venta condominio bouganbilias de arrazola entrada de olmeca km 16 5 3 dormitorios 2 5 banos construccion 165 mt2 vestibulo bano visitas 3 parqueos sala y comedor amplios jardin cocina moderna lavanderia dormitorio de servicio sala familiar amplia dos dormitorios secundarios comparten bano dormitorio principal enorme dos walking closet bano completo direccion km 16 5 caes entrada a olmeca precio de venta 200 000 o q1 570 000 negociables
apartamento en venta edificio triva zona 15,1405150,72,2,2,2,zona 15,moderno apartamento ubicado en nivel medio edificio triva zona 15 2 habitaciones 2 banos tamano 72 mt2 cuarto principal con walking closet y bano cuarto secundario con balcon bano secundario comedor y sala con balcon cocina equipada lavanderia 2 parqueos uno a la par de otro direccion 0 calle 16 60 zona 15 colonia el maestro amenidades del edificio business center kids center gym sauna piscina juegos de ninos rooftop area de bbq salon social mesa de ping pong el edificio no permite airbnb mantenimiento q1 300 00 iusi aprox q1 500 00 trimestrales precio de venta 179 000 precio de venta q1 405 150
apartamento en venta en villa mariscal,1170000,71,2,1,2,zona 11,apartamento en renta zona 11 villa mariscal apartamentos 2 habitaciones 2 banos completos 1 parqueo en total 71 m2 1 2 habitaciones con closet 2 2 banos completo 3 lavanderia incluye pila 4 cocina 5 sala comedor y balcon 6 1 parqueo edificio cuenta con fitness center salon social con cocina salon social con azotea coworking rooftop magic place x park pool area en construccion learning center walking trail areas verdes sala de cine arcade area comercial en proceso de apertura torre express banco industrial salon de belleza barberia helados sarita el cafetalito precio renta q4 500 00 sin linea blanca q5 000 00 con linea blanca mantenimiento incluido precio venta usd 150 000 00 negociables
apartamento en venta zona 16 senderos,1080000,83,3,2,2,zona 16,sala comedor cocina con gabinetes balcon en area social y dormitorio principal 3 dormitorios walk in closet en dormitorio principal 2 banos completos con ducha area de lavanderia con pila pequena 2 parqueos tipo tandem amenidades piscina snack bar gimnasio area de fire pit salon de eventos cancha polideportiva areas verdes con senderos parqueo de visitas area social juegos infantiles servicios electricidad pozo propio vigilancia precio de venta q 1 080 000 00 impuestos de ley cuota de mantenimiento mensual q 1 000 00 incluye seguridad limpieza de areas comunes informacion eb pv3733
apartamentos en zona 12 opcion 2,926621,63,2,1,2,zona 12,amenidades - lobby - fire pit - pet spa - gimnasio - zona bbq - area verde - pet friendly - area ejecutiva - parque infantil - sunsent lounge - area de drop off - salon de eventos - cancha deportiva - garita de control con seguridad apartamentos - area de apartamento 63 m2 y 66 m2 - sala comedor con balcon - cocina - 2 dormitorios - 2 banos - lavanderia - 1 parqueo precio de venta q926 621 hasta q 989 659 incluye impuestos fecha de entrega 3 er trimestre del 2025 enganche fraccionado desde 10 informacion general codigo 253115
apartamentos en zona 12 opcion 1,691540,44,1,1,1,zona 12,amenidades - lobby - fire pit - pet spa - gimnasio - zona bbq - area verde - pet friendly - area ejecutiva - parque infantil - sunsent lounge - area de drop off - salon de eventos - cancha deportiva - garita de control con seguridad apartamentos - area de apartamento 44 m2 hasta 53 m2 - sala con balcon - cocina - area de escritorio - 1 dormitorio - 1 bano - lavanderia - opcion con jardin terraza - 1 parqueo precio de venta q691 540 hasta q740 126 incluye impuestos fecha de entrega 3 er trimestre del 2025 enganche fraccionado desde 10 informacion general codigo 253113
apartamento de 3 habitaciones en venta zona 14,1896180,136,3,2,3,zona 14,apartamento de 3 habitaciones en venta zona 14 un ambiente agradable y amplio muy cerca del nuevo centro de la ciudad en un entorno natural el parque cuenta con mas de dos manzanas de extension y le provee a sus inquilinos y extensas areas verdes ideales para vivir tranquilo en familia algunas amenidades areas de juegos de ninos piscina de ninos y de adultos salones sociales casa club cancha de papifut area de mascotas entre otras area privada sala comedor y cocina balcon dormitorio master con bano y walk in closet 2 dormitorios secundarios bano secundario lavanderia dos parqueos codigo i0422 av precio de venta desde us 243 100 impuestos reserva con 1 000 enganche 20 fraccionado !!para mas informacion contactanos sera un gusto atenderte
apartamento en venta para inversion en zona 11 ciudad,775000,49,1,1,1,zona 11,apartamento en venta en zona 11 hermoso apartamento de esquina ubicado en zona 11 con ventilacion cruzada y tres metros de altura en todas las areas area privada 49 mts2 1 habitacion 1 walking closet 1 parqueo 1 bano calentador cortinas plegables amenidades gimnasio salon social area de servicios area de juegos aceptan mascotas pequenas precio de venta desde q775 000 impuestos contactanos !sera un gusto atenderte
apartamento amueblado en renta y venta zona 14,1755000,86,1,2,1,zona 14,apartamento amueblado en renta y venta zona 14 edificio de apartamentos ubicado en el corazon de la zona 14 ofrece un agradable ambiente y con acabados elegantes cercano a las areas comerciales el edificio cuenta con lobby salon social piscina gimnasio parqueo de visitas seguridad 24 7 caracteristicas 86 44 mts 2 cocina equipada sala comedor bano de visitas una habitacion con walking closset y bano privado balcon torre de lavado y secado pisos de madera 2 parqueos precio de renta totalmente amueblado usd 1 500 incluye mantenimiento iva precio de venta sin muebles usd 225 000 impuestos legales !contactanos sera un gusto asesorarte
apartamento 1 habitacion en venta zona 12,439734,27,1,0,1,zona 12,apartamento 1 habitacion en venta zona 12 apartamentos tipo loft ubicado en area residencial a una cuadra de areas comerciales restaurantes iglesias y paradas de transurbano cercano a universidades y colegios amenidades lobby de seguridad areas de estudio trabajo local comercial lavanderias 2 areas de skydeck con churrasqueras elevador area privada espacio integrado cocina sala dormitorio bano balcon el apartamento no cuenta con parqueo precio de venta q439 734 impuestos includos entrega finales de agosto 2024 reserva con q7 700 00 enganche 20 fraccionado !!para mas informacion contactanos sera un gusto atenderte
apartamentos en venta 1 habitacion zona 10 bajo concepto airbnb,938862,53,1,1,1,zona 10,apartamentos de una habitacion en el corazon de zona 10 desarrollado bajo el concepto airbnb proyecto en planos area privada de 52 57 mts 2 balcon 1 bano 1 parqueo precio de venta desde usd 120 367 impuestos legales amenidades pet garden semi olympic pool bike trail vista panoramica 360deg en la azotea entre otros vive en el centro de lo extraordinario edificio que destaca por su ubicacion y excepcional arquitectura a escaso minutos de oakland mall nueva sede de universidad landivar c c la estacion boulevard los proceres y diagonal 6 solicita mas informacion sera un gusto asesorarte
